name,content
저체온,"저체온 전신    신체가 추위에 노출되는 등의 환경적 요인이나 외상, 갑상선기능저하증과 같은 질환 등의 이유로 체온 유지 기전이 손상되어 정상체온을 유지 하지 못하고 체온이 35℃ 이하로 떨어진 상태"
저체중,"저체중 전신    체중이 정상 발단단계의 평균에 못미침, 성인의 체질량지수(BMI)가 18.5 미만일 때"
저혈당,저혈당 전신    혈당이 50mg/dl 보다 낮은 상태
저혈량 쇼크,저혈량 쇼크 전신    출혈이나 심한 화상 등의 원인으로 인해 혈액순환량이 감소하여 장기의 쇼크 증상이 발생함 
저혈압,저혈압 전신    수축기 혈압 90mmHg보다 낮은 상태
전신 부종,전신 부종 전신    온 몸이 부어 있는 상태
전신 통증,전신 통증 전신    온 몸에 통증이 있는 상태
전조증상(aura),전조증상(aura) 전신    발작의 시작을 나타내거나 발작에 앞서 나타나는 특징적인 증상들
전해질 불균형,"전해질 불균형 전신    몸 속의 세포와 체액에 존재하는 나트륨, 칼륨, 칼슘 등의 전해물질의 불균형"
점상 출혈,점상 출혈 전신    피부나 점막에 1~2mm정도의 점 모양으로 관찰되는 출혈 반점
정맥혈전,정맥혈전 전신 다리   정맥에 생긴 응고 작용에 의해 혈소판과 섬유소로 구성된 혈액성분이 응집된 덩어리
종양부위 부종,종양부위 부종 전신    종양이 발생한 부위가 부은 상태
진균감염증,"진균감염증 전신    진균(곰팡이)이 피부의 가장 바깥층인 각질층이나 손발톱, 머리카락 등에 감염되어 발생하는 질환"
철결핍성 빈혈,철결핍성 빈혈 전신    적혈구 내의 헤모글로빈을 구성하는 중요한 성분인 철분이 부족하여 헤모글로빈이 감소한 상태
체중감소,체중감소 전신    체중이 줄어듦
체중증가,체중증가 전신    체중이 늘어남
추위를 못견딤,추위를 못견딤 전신    동일한 조건에서 상대적으로 남들에 비해 추위를 견디기 어려워함
축 늘어짐,축 늘어짐 전신    아기가 울거나 놀지 않고 쳐져있는 상태
출혈 경향성,"출혈 경향성 전신    작은 자극, 손상에도 쉽게 출혈되는 상태"
탈력발작,탈력발작 전신    공포나 정신적 충격에 의한 갑작스런 근력의 상실
탈수,탈수 전신    체내에서 수분 혹은 전해질이 감소되어 나타나는 상태
통증 없는 부종,통증 없는 부종 전신    누르거나 어떠한 자극을 주어도 아프게 느껴지지 않으나 부어있는 상태
파종성 혈관내 응고,파종성 혈관내 응고 전신    지혈 작용이 과다하게 활성화되어 필요 이상으로 응고작용이 심하게 일어나게 되는 것
표준 신장의 3%이하,표준 신장의 3%이하 전신    표준 신장 보다 작음
피가 잘 안 멎음,"피가 잘 안 멎음 전신    혈소판 기능이상, 혈액응고 기전 손상으로 출혈 시 지혈이 잘 안됨"
피로감,피로감 전신    과로로 정신이나 몸이 지쳐 힘든 상태
피부소양감,피부소양감 전신 피부   피부를 긁거나 비벼대고 싶은 욕망을 일으키는 불편한 느낌
혈소판감소,혈소판감소 전신    혈액검사 결과 상  혈소판 수치가  감소한 상태
혈전증,혈전증 전신    어떤 원인에 의하여 혈전 형성이 촉진되어 혈관 내 혈전이 많아지는 상태
협조장애,협조장애 전신    신경정신적 문제로 인해 주변인의 요청에 따르지 못하는 상태
호르몬변화,호르몬변화 전신    호르몬 분비의 변화
호흡 화상,호흡 화상 전신    화재가 났어요
환부 냉감,환부 냉감 전신    환부의 차가운 느낌
환부 부종,환부 부종 전신    건강문제가 있는 부위가 부은 상태
환부 통증,환부 통증 전신    건강문제가 있는 부위에서 느껴지는 통증
활력징후 이상,"활력징후 이상 전신    활력징후 즉, 혈압, 맥박, 체온, 호흡수가 정상 범위를 벗어난 상태"
후궁반장,후궁반장 전신    척추가 활 모양으로 둥굴게 휘면서 과신전되고 경직되는 발작
흥분,흥분 전신    자극을 받아 생기는 감각 세포나 신경 단위의 변화. 또는 그로 인하여 일어나는 신체 상태의 변화
각질이 딱딱해짐,각질이 딱딱해짐 피부    피부 표피가 딱딱함
갈색 피부 반점,갈색 피부 반점 피부    피부 표면에 있는 편평한 갈색의 점
거칠어진 피부,거칠어진 피부 피부    피부가 거칠어짐
검붉은 색 피부,검붉은 색 피부 피부    피부색이 검붉게 변함
검은 점,검은 점 피부    점의 색이 검음
결절,결절 피부    장기나 피부에 비정상적으로 커진 덩어리
경계 불규칙성,경계 불규칙성 피부    반점의 테두리가 불규칙한 모양을 띰
고름,고름 피부    화농성 감염이 있는 부위에 생긴 노르스름한 분비물
괴사,괴사 피부    어떤 비정상적인 원인에 의해 세포가 죽음
궤양,궤양 피부    피부 또는 점막이 헐어서 상처가 난 상태
낭종,낭종 피부    주머니 모양의 크거나 작은 혹
노란 이물질,노란 이물질 피부    환부에 노란색의 물질이 보임
"눈,뺨 주위 작은 낭종","눈,뺨 주위 작은 낭종 피부    눈과 뺨 주위에 생긴 작은 주머니 모양의 혹 "
눈꺼풀의 살색 돌기,눈꺼풀의 살색 돌기 피부    눈꺼풀에 살색으로 도드라진 부분
다모증,다모증 피부    피부에 털이 많이 자라는 것
닭살,닭살 피부    피부가 닭살과 같이 우들두들하게 도드라진 피부 상태
두드러기,"두드러기 피부    알레르기 반응에 의해 피부 표면에 생긴 팽진과 발적, 소양감"
딱지,"딱지 피부    상처가 아물때 생기는 것. 혈액, 혈청, 농을 비롯한 분비물이 건조외어 축적된 것"
멍,멍 피부    피부 밑의 혈관이 터져 피부 밑조직에 출혈된 상태
면포,"면포 피부    얼굴, 이마, 콧등에 나타나는 좁쌀 크기의 굳어진 피지 덩어리"
모낭염,모낭염 피부    빈칸
물집,물집 피부    피부에 묽은 액체가 고여 반달모양으로 부풀어 오른 물주머니
물집성 표피 박리,물집성 표피 박리 피부    물집이 생기면서 표피가 벗겨짐
미란,미란 피부    표층에 국한되는 얕은 수준의 피부 궤양
미세반점의 군집,미세반점의 군집 피부    작은 반점이 무리지어 있음
반상출혈,반상출혈 피부    피부나 점막에 3mm 이상 크기로 나타나는 반상형의 출혈
반점,반점 피부    피부 표면에 부풀어오르거나 패인 곳 없이 색깔 변화만 있는 상태
발가락 사이 갈라짐,발가락 사이 갈라짐 피부    발가락 사이의 피부가 갈라지고 균열이 생김
발바닥 피부 두꺼워짐,발바닥 피부 두꺼워짐 피부    발바닥 피부에 각질이 두꺼워짐
발적,발적 피부    피부나 점막에 염증이 생겼을 때 모세 혈관이 확장되어 이상 부위가 빨갛게 부어오르는 현상
발진,"발진 피부    염증이나 약물, 기타 다른 원인에 의해 피부에 붉게 돋아나는 작은 병변"
분홍색의 반흔,분홍색의 반흔 피부    빈칸
불규칙한 반흔,불규칙한 반흔 피부    상처가 아문 자리가 불규칙한 모양으로 자국이 남음
붉고 얇은 피부,붉고 얇은 피부 피부    빈칸
붉은 색소 침착,붉은 색소 침착 피부    피부에 색소가 침착하여 색이 붉게 변함
"비강,목,폐 건조","비강,목,폐 건조 피부 골반 다리  비강, 인후 등의 점막이 마름"
뿔 모양의 병변,뿔 모양의 병변 피부    장기간의 만성적 일광 노출에 의해 각질형성세포가 비정상적인 성장하여 뿔모양의 피부 병변을 보임
사마귀 위 털이 많음,사마귀 위 털이 많음 피부    사마귀가 난 부위 위로 털의 양이 많아지거나 굵어짐
상처가 넓어짐,상처가 넓어짐 피부    상처가 있던 원래의 크기 보다 커짐
상처보다 넓게 자람,"상처보다 넓게 자람 피부    수술 부위, 염증 등의 흉터가 상처부위보다 넓게 생김 "
색소 침착,색소 침착 피부    멜라닌이나 헤모지데린과 같은 색소가 병적으로 증가하여 짙은색으로 나타나는 상태
소양감,소양감 피부    빈칸
"손,발,겨드랑이 발한","손,발,겨드랑이 발한 피부    손, 발, 겨드랑이에 땀이 많이 남"
습진,"습진 피부    가려움증, 홍반, 인설과 군집된 구진, 수포를 보이는 피부 질환군"
여드름,여드름 피부    모낭과 연결된 피지선에 발생한 염증성 피부 질환
울퉁불퉁한 상처,울퉁불퉁한 상처 피부    표면이 매끄럽지 못한 상처
인설,인설 피부    피부의 각질화된 상피세포. 건조하거나 습한 각질 덩어리
자반증,자반증 피부    피부 또는 점막에 출혈이 있어 붉거나 보라색으로 보이는 반점
장액성 분비물,장액성 분비물 피부    엷고 투명한 황색의 장액 같은 분비물
적색의 각질화된 피부,적색의 각질화된 피부 피부    피부 바깥쪽 표피층이 붉게 변색되어 딱딱하게 변함
점 안에 다른 색 피부,점 안에 다른 색 피부 피부    원래 있던 점 주변에 새로운 색의 점이 생김
점막변화,"점막변화 피부    점막의 발적, 균열 등의 이상 증세를 보이는 상태"
찌르는 듯한 느낌,찌르는 듯한 느낌 피부    피부 표면을 날카로운 물체로 콕콕 찌르는 느낌
차갑고 축축한 피부,차갑고 축축한 피부 피부    피부가 차고 땀이 난 것처럼 축축하게 느껴짐
창백,창백 피부    피부의 색이 하얗게나 파래짐
청색증,"청색증 피부    입술, 손끝, 귀, 점막 등의 부위에 산소 공급이 감소하여 파랗게 보이는 것"
체모감소,체모감소 피부    호르몬 분비 이상이나 과도한 스트레스로 몸의 털이 빠져 줄어든 상태 
촉지자반,촉지자반 피부    피하나 점막 출혈으로 생긴 자색 반점이 손으로 만져짐 
촉진성 자반증,촉진성 자반증 피부    모세혈관의 염증 때문에 두드려져 보이는 출혈성 반점
촘촘하게 난 털,촘촘하게 난 털 피부    피부에 난 털의 양이 많아지고 굵기가 굵어짐
태선화,태선화 피부    피부가 건조하고 딱딱해져 가죽처럼 두꺼워지는 현상
털이 동반되기도 함,털이 동반되기도 함 피부    피부 착색 부위에 털이 촘촘하게 남
플라크,플라크 피부    표면이 매끄럽고 편평하거나 약간 낮거나 높으며 상아색조를 띤 피부의 얇고 단단한 조각
피부 각질,피부 각질 피부    피부의 표피를 구성하는 납작한 비늘같은 세포층
피부 건조,"피부 건조 피부    미세한 비늘이나 피부 갈라짐, 소양감 등이 나타나는 피부의 수분 부족 상태"
피부 긴장도 저하,피부 긴장도 저하 피부    전해질 불균형이나 노화에 의해 피부 긴장도가 감소한 상태 
피부 및 점막의 염증,"피부 및 점막의 염증 피부    피부나 점막에 붉어지거나 열감, 통증 등의 염증 증상이 관찰됨"
피부가 두꺼워짐,피부가 두꺼워짐 피부    피부가 두꺼워져 딱딱하게 만져짐
피부경화,"피부경화 피부    부드러운 조직이 부종, 출혈, 염증 등의 병적 원인에 의해 단단해지는 것"
피부궤양,피부궤양 피부    염증으로 죽은 조직의 탈락에 의해 기관이나 조직의 표면이 국소적으로 소실되거나 함몰되는 것을 말함. 피부의 진피이하까지 탈락하여 흉터를 남김
피부균열,피부균열 피부    피부가 갈라지고 터짐
피부긴장도 저하,피부긴장도 저하 피부    전해질 불균형이나 노화에 의해 피부 긴장도가 감소한 상태 
피부색 변화,"피부색 변화 피부    피부의 색, 모양, 상태, 성질 따위가 바뀜"
피부염증,피부염증 피부    빈칸
피부홍조,피부홍조 피부    피부가 붉어짐
혈관 확장,혈관 확장 피부    피부 아래 혈관이 늘어나 피부가 붉게 보이는 상태
화상,"화상 피부    열, 전기, 약물 등의 원인에 의해 피부세포가 파괴되거나 괴사되는 것"
흉터,흉터 피부    외상이 치유된 자리의 형성된 육아조직
겨드랑이 멍울,겨드랑이 멍울 유방    겨드랑이에 만져지는 혹이 있음
남성의 여성형 유방,남성의 여성형 유방 유방    남성에게 유선 조직의 증식이나 비만 등의 원인에 의해 가슴이 여성의 유방처럼 보이는 것
유루증,유루증 유방    젖의 분비가 과다하게 됨
유방 크기의 감소,유방 크기의 감소 유방    유방 조직이 작아짐
유방 통증,"유방 통증 유방    호르몬 변화나 염증, 종양과 같은 원인에 의해 유방에 발생하는 통증"
유방의 과다 성장,유방의 과다 성장 유방    유방 조직이 매우 커짐
유방의 멍울,유방의 멍울 유방    유방에서 만져지는 혹
유방의 퇴행,유방의 퇴행 유방    유방이 작아짐
함몰유두,함몰유두 유방    한쪽 또는 양쪽 유두가 돌출되지 않고 유방 쪽으로 들어간 것
고환 멍울,고환 멍울 생식기    고환에 만져지는 비정상적인 덩어리
고환 불쾌감,고환 불쾌감 생식기    고환 부위에 좋지 않은 느낌이 있음
고환 위축,고환 위축 생식기    고환의 기능이나 크기가 축소됨
고환에 낭이 만져짐,고환에 낭이 만져짐 생식기    고환에 물주머니와 같은 덩어리가 만져지는 것
귀두가 울혈됨,귀두가 울혈됨 생식기    귀두에 피가 몰림
귀두의 탈색,귀두의 탈색 생식기    귀두 부위 색이 희거나 다른색으로 변함
무월경,무월경 생식기    어떠한 원인에 의해 월경이 없는 상태
미소음경(micropenis),미소음경(micropenis) 생식기    음경이 비정상적으로 작음
발기부전,발기부전 생식기    음경의 발기가 잘되지 않는 상태
배뇨 시 통증,배뇨 시 통증 생식기    소변을 볼 때 요도 및 회음부에 느껴지는 통증
부분적 음순융합,부분적 음순융합 생식기    선천적 결함으로 음순의 양쪽 부분이 부분적으로 합쳐져 있음
불임,불임 생식기    피임을 하지 않은 부부가 정상적인 부부관계에도 불구하고 1년 이내에 임신이 되지않는 상태
비정상적 질 분비물,비정상적 질 분비물 생식기    정상적인 생리 주기에서 벗어난 비정상적인 출혈
비정상적 질출혈,비정상적 질출혈 생식기    정상적인 생리 주기에서 벗어난 비정상적인 출혈
사정이 일찍 됨,사정이 일찍 됨 생식기    성관계 시 사정이 빠른 시간에 이루어짐
생리량 감소,생리량 감소 생식기    호르몬 이상으로 생리양이 병적으로 감소하는 상태
생리불순,생리불순 생식기    생리 주기가 불규칙함
생식기 궤양,생식기 궤양 생식기    생식기 피부가 헐어서 상처가 난 상태
생식기 부종,"생식기 부종 생식기    생식기, 회음부가 부은 상태"
생식기 출혈,생식기 출혈 생식기    생식기에서 피가 나는 상태
생식기 통증,생식기 통증 생식기    생식기 부위에서 느껴지는 통증
생식능력 저하,생식능력 저하 생식기    생식행위를 통해 자손을 가질 수 있는 능력이 감소함
성기 끝의 불쾌감,성기 끝의 불쾌감 생식기    성기 끝부분에 나쁜 느낌
성기능 장애,"성기능 장애 생식기    성 행위와 관련하여 나타나는 성반응 주기의 장애 또는 성교 통증을 의미하며, 성적 욕구 장애, 성적 흥분 장애, 극치감 장애, 성적 통증 장애를 말함"
성기크기 감소,성기크기 감소 생식기    호르몬 이상으로 성기의 크기가 감소하는 상태
성생활이 힘듦,성생활이 힘듦 생식기    정상적인 성관계가 어려움
염증 장애에 따라 다양,"염증 장애에 따라 다양 생식기    습관성 유산, 여성불임, 인공수정과 관련한 합병증 등의 염증과 관련없는 여성생식기의 장애"
외부 생식기가 모호함,"외부 생식기가 모호함 생식기    외부 생식기의 남, 녀 구분이 모호함"
요도가 아랫쪽에 위치,요도가 아랫쪽에 위치 생식기    요도가 정상보다 아랫쪽에 위치함
월경과다,월경과다 생식기    월경의 양이 많거나 7일 이상 오래 지속하는 것
위축성 질염,위축성 질염 생식기    난소에서 분비되는 여성호르몬의 양이 감소하여 질 점막이 얇아지고 질점막에 혈관 분포가 감소하여 발생한 질의 염증 상태
음경 강직,음경 강직 생식기    음경이 딱딱해짐
음경이 휘어짐,음경이 휘어짐 생식기    음경이 구부러짐
음낭 부종,음낭 부종 생식기    음낭이 부음
음낭 통증,음낭 통증 생식기    음낭이 아파요
"음낭에 없는 고환,부고환","음낭에 없는 고환,부고환 생식기    정상적으로 음낭에 위치해야 할 고환, 부고환이 다른 부위에 위치하거나 없음"
음낭이 작아 보임,음낭이 작아 보임 생식기    음낭의  크기가 작게 보임
음낭이 잘 발달하지 않음,음낭이 잘 발달하지 않음 생식기    음낭의 크기가 매우 작거나 푹 꺼져 있음
음모가 적거나 없음,음모가 적거나 없음 생식기    음모가 없어 희게 보임
음핵비대,음핵비대 생식기    음핵이 커짐
정상적인 성생활 불가능,정상적인 성생활 불가능 생식기    성생활이 어려움
지속 발기,지속 발기 생식기    발기 상태가 지속적으로 유지됨
지연뇨,지연뇨 생식기    소변을 볼 때 소변이 나올 때까지 시간이 오래 걸림
질 밖으로 빠지는 느낌,질 밖으로 빠지는 느낌 생식기    질이 바깥으로 나오는 느낌이 있음
질에서 소변이 나옴,질에서 소변이 나옴 생식기    소변이 생식기인 질을 통해 배출됨
질은 없거나 짧은 맹관,질은 없거나 짧은 맹관 생식기    질이 없거나 직장과 자궁 사이의 주머니 공간이 짧음
질의 건조함,질의 건조함 생식기    질 점막이 말라서 습기가 없음
포피가 젖혀지지 않음,포피가 젖혀지지 않음 생식기    귀두부의 포피가 뒤로 젖혀지지 않는 상태
피가 정액에 나옴,피가 정액에 나옴 생식기    정액이 피가 섞여 붉음
회음부 불쾌감,회음부 불쾌감 생식기    항문과 회음부에 기분 나쁜 느낌이 있음
회음부의 작은 돌기,회음부의 작은 돌기 생식기    회음부위의 작고 뽀족하게 도드라진 부분
회음부의 파열,회음부의 파열 생식기    회음부가 찢어지거나 갈라져 터짐
희발월경,희발월경 생식기    월경의 간격이 35∼40일 이상으로 길어지는 증상
거대자궁,거대자궁 골반    정상보다 비정상적으로 큰 자궁
거품있는 소변,거품있는 소변 골반    배뇨 후 소변에 거품이 관찰됨
골반 통증,골반 통증 골반    골반 내부 장기 및 골반 주변에 생긴 건강문제로 발생된 통증
긴박뇨,긴박뇨 골반    소변이 마려워 참지 못하는 상태
다뇨,다뇨 골반    소변의 양이 비정상적으로 많음
단백뇨,단백뇨 골반    신장에 생긴 건강문제로 소변에 단백질이 나오는 것
무뇨,무뇨 골반    신장의 기능을 잃거나 요관이 막히거나 방광에 소변이 고이지 않아 소변을 보지 못하는 상태
방광 팽만,방광 팽만 골반    방광에 소변이 차면서 소변을 배출하지 못하여 느끼는 하복부의 팽만감
배뇨곤란,배뇨곤란 골반    소변을 볼 때 느껴지는 불편감
배뇨장애,"배뇨장애 골반    배뇨와 관련한 생식기계, 비뇨기계, 신경계 이상으로 소변을 보는데 어려움이 있는 것   "
분뇨,분뇨 골반    소변에 대변이 섞여나옴
분만 지연,분만 지연 골반    태아 자체의 문제나 산모의 자궁 상태에 의해 분만이 진행되지 않는 것
불규칙적 진통,불규칙적 진통 골반    자궁 수축의 간격이 불규칙한 상태
비정상적인 진통,비정상적인 진통 골반    비정상적으로 힘들거나 느리게 진행되는 진통
빈뇨,빈뇨 골반    배뇨 횟수가 비정상적으로 증가한 상태
소변량 감소,소변량 감소 골반    소변량이 병적으로 줄어든 상태
소변을 볼 수 없음,소변을 볼 수 없음 골반    소변이 나오지 않음
소변이 샘,"소변이 샘 골반    자기도 모르는 사이에 소변이 나오거나, 소변이 마렵다는 느낌은 드나 참지 못하며 옷에 실수를 하고, 기침을 하거나 갑자기 움직이거나 방귀를 뀌어도 소변이 나오는 것"
수면 중 소변을 봄,수면 중 소변을 봄 골반    잠을 자다가 본인의 의지와 상관없이 소변을 봄
습관성 유산,습관성 유산 골반    임신 5개월(20주)이전에 3차례 이상 계속해서 유산하는 것
야간뇨,야간뇨 골반    밤동안 자주 소변이 마려움
양막 유착,양막 유착 골반    태반을 이루는 여러 층의 막중 하나인 양막이 분리되지 않고 엉겨붙음
요관 폐쇄,요관 폐쇄 골반    소변이 흘러나오는 요관이 종양이나 기타 여러가지 원인에 의해 막힌 상태
요도 불쾌감,요도 불쾌감 골반    요도에서 느껴지는 기분 나쁜 느낌
요로감염,요로감염 골반    소변이 흐르는 길에 감염이 있는 것
요정체,요정체 골반    소변이 나가는 길이 막히거나 배뇨를 관장하는 신경에 이상이 생겨 소변이 배설되지 못하고 체내에 머물고 있는 상태
이슬,이슬 골반    양수가 터지거나 새어 질을 통해 흐름
임신 주수보다 작은 배,임신 주수보다 작은 배 골반    임신 주수에 따라 평균적으로 나와야하는 배보다 작은 경우 
임신중 배의 크기가 줄어듦,임신중 배의 크기가 줄어듦 골반    임신 중 나온 배가 다시 작아지는 상태
자궁 수축,자궁 수축 골반    분만이 아닌 때 있는 비정상 자궁 수축
자궁이 없음,자궁이 없음 골반    검사 시 자궁이 관찰되지 않음
잔뇨감,잔뇨감 골반    소변을 보고 난 후에도 소변이 남아있는 느낌
진한 소변색,"진한 소변색 골반    간질환이나 수분 섭취 부족, 약물 등 다양한 원인에 의해 소변이 색이 짙어진 것"
커지지 않는 자궁,커지지 않는 자궁 골반    임신 시 배가 불러오지 않음
탁한 소변,탁한 소변 골반    소변에 농이 섞여 맑지 않고 뿌옇게 보임
태동의 위치 이상,태동의 위치 이상 골반    태아의 운동이 느껴지는 위치가 비정상적임
태반의 조기 박리,태반의 조기 박리 골반    태아가 분만되지 않은 상태에서 태반이 자궁의 부착 부위로부터 일부 또는 전부 분리되는 현상
태아 심박동수 이상,태아 심박동수 이상 골반    태아의 심장 박동수가 정상에서 벗어난 상태
태아 저체중,태아 저체중 골반    태아의 몸무게가 정상 발달 단계의 평균적인 태아 몸무게보다 적은 경우
태아의 하강감,태아의 하강감 골반    태아가 아래로 처치고 태아 머리가 산모의 골반으로 내려온 느낌
탯줄의 압박,탯줄의 압박 골반    탯줄을 태아가 머리로 누르거나 몸에 감아 당겨짐 
혈뇨,혈뇨 골반    소변에 적혈구가 배출되어 선홍색이나 갈색으로 보이는 것
"4,5번째 손가락 굽음","4,5번째 손가락 굽음 손    손가락 운동을 조절하는 근육이나 건에 이상이 생겨 구부러진 상태"
거대지증,거대지증 손    손이나 발가락이 큼
곤봉지,곤봉지 손 발   손이나 발가락 끝이 둥그렇게 굵어진 곤봉 모양을 보임
다지증,"다지증 손    손,발가락이 비정상적으로 더 생겨서 6개 혹은 그 이상이 되는 기형"
레이노이드 현상,레이노이드 현상 손 발   여러가지 원인에 의해 손이나 발 등의 말초 부위 혈액순환을 감소시켜 저리거나 창백해지는 등의 이상 증상을 보이는 것
말단비대,말단비대 손 발   뼈가 넓고 두텁게 성장하여 사지가 커지고 아래턱은 길어지고 콧등은 넓어지는 증상
말초 신경장애,말초 신경장애 손 발   중추신경계로부터 연결되는 말초신경 경로에 염증이나 손상등의 건강문제가 생긴 상태
방아쇠무지,"방아쇠무지 손    손가락 내부 굴곡건 조직에 염증이 생긴 것으로 손가락이 잘 안 펴지고, 억지로 펴면 잘 굽혀지지가 않는 증상"
"손, 발 감각 저하","손, 발 감각 저하 손 발   손과 발에 감각이 무뎌짐"
"손,발톱이 갈라짐","손,발톱이 갈라짐 손 발   손발톱이 쪼개져 금이가고 모양이 변형됨"
"손,발톱이 두꺼워짐","손,발톱이 두꺼워짐 손 발   손발톱이 두꺼워져 모양에 변형이 생김"
손가락 외상,손가락 외상 손    손가락을 다쳤어요
손가락 운동장애,손가락 운동장애 손    손가락을 굽히거나 펴는 등의 운동에 이상이 있는 상태 
손가락 힘이 약해짐,손가락 힘이 약해짐 손    물건을 쥐거나 누르는 등의 손가락 힘이 약해짐
손가락의 변형,손가락의 변형 손    손가락이 휘거나 정상보다 굵어지는 등의 모양이 변한 상태
손떨림,손떨림 손    손이 떨리는 상태
손마디가 뻣뻣해짐,손마디가 뻣뻣해짐 손    손가락을 굽히거나 펴는 등의 운동 시 손가락 관절이 굳어져 뻣뻣한 느낌이 드는 상태
손마디에서 소리가 남,손마디에서 소리가 남 손    손가락을 굽히거나 펴는 등의 운동 시 손가락 관절에서 뚝 소리가 남
손목에 심한 붓기와 통증,손목에 심한 붓기와 통증 손    골절이 있는 부위에 체액이 몰려 매우 붓고 아픈 느낌
손발가락이 6개 이상,손발가락이 6개 이상 손 발   손발가락 개수가 여러 개인 기형
손발을 계속 움직임,손발을 계속 움직임 손 발   손가 발을 가만히 두지 않고 무언가를 만지거나 계속 움직임
손의 통증,"손의 통증 손    손가락, 손, 손목에서 느껴지는 통증"
스푼형 손톱,스푼형 손톱 손    손톱이 점점 얇아지며 손톱 전체나 끝 부분이 스푼처럼 움푹 들어감
시림,시림 손 발   혈액순환장애나 신경 손상 등의 원인에 의해 손발이 차갑거나 시린 느낌이 있는 것
열수,열수 손    갈라진 손
육아조직,"육아조직 손 발   외상, 염증에 의해 손상된 조직의 재생과정에서 관찰되는 결합조직"
주먹을 쥐기 힘듬,"주먹을 쥐기 힘듬 손    피부, 근육이 굳어져 주먹을 단단히 쥐기 어려움"
합지증,합지증 손    손가락이나 발가락이 분리되지 않고 붙어 있는 것 
갈퀴족지,갈퀴족지 발    발가락의 마디가 굽어져 발 모양의 변형을 보임
굳은 살,굳은 살 발    과도한 마찰에 의해 생긴 두꺼워진 피부 표면 
발 굴곡 운동의 제한,발 굴곡 운동의 제한 발    발을 구부렸을 때 잘 구부려지지 않음
발 안쪽 아치의 소실,발 안쪽 아치의 소실 발    발바닥의 활모양으로 굽은 부분
발가락 피부 벗겨짐,발가락 피부 벗겨짐 발    발가락 피부의 표피층이 떨어져나옴
발가락의 변형,발가락의 변형 발    발가락의 모양이 변함
발끝으로 설 수 없음,발끝으로 설 수 없음 발    발 뒤꿈치를 들고 설 수 없음
발의 통증,"발의 통증 발    발가락, 발바닥, 발목 부위에 느껴지는 통증"
발이 안쪽을 향해 걸음,"발이 안쪽을 향해 걸음 발    발 모양이 ""ㅅ"" 모양이 되도록 걸음 "
신발 안쪽이 주로 닳음,신발 안쪽이 주로 닳음 발    신발 안쪽이 땅에 많이 쓸림
안쪽 발이 튀어 나옴,안쪽 발이 튀어 나옴 발    발 안쪽이 움푹 들어가지 않고 튀어나와 편평한 상태임
엄지 발가락의 돌출,엄지 발가락의 돌출 발    엄지발가락이 바깥쪽으로 튀어나옴
염좌,염좌 발    뼈와 관절을 연결하는 인대가 찢어지거나 파열된 상태
가학증,가학증 기타    성적 쾌락을 얻기 위해 상대방에게 고통이나 모욕감을 주는 증상
감정 변화,감정 변화 기타    행동이나 생각에 변화가 생김
거짓 증상 호소,거짓 증상 호소 기타    실제로 나타나지 않은 증상을 꾸며서 증상을 호소함
걸핏하면 눈물지음,걸핏하면 눈물지음 기타    자주 우는 모습을 보임
고정된 믿음,고정된 믿음 기타    자신이 생각하고 있는 것만이 옳다고 함
관음증,관음증 기타    다른 사람의 특정 신체 부위나 성적 행동을 보며 성적 쾌락을 얻는 증상
권리를 강하게 주장,권리를 강하게 주장 기타    자신의 권리를 과도하게 강하게 표현함
긴장,"긴장 기타    골격근육이 일정한 단축 상태에 있거나 감정, 감각, 행동의 원인이 되는 심리적 상태 "
나쁜 품행,나쁜 품행 기타    부적절하거나 남에게 해를 끼치는 행동
난청,난청 기타    빈칸
낮은 자존감,낮은 자존감 기타    자신의 품위를 스스로 지키는 마음이 부족함
노출증,노출증 기타    대중에게 자신의 성기를 노출함으로써 성적 쾌락을 얻는 증상
높아진 자존심,높아진 자존심 기타    병적으로 강한 자존심을 보이는 상태
대인관계 어려움,대인관계 어려움 기타    다른 사람을 상대하는 것을 꺼리거나 싫어함
대화에 불쑥 끼어듬,대화에 불쑥 끼어듬 기타    다른 사람들 사이의 대화에 동의 없이 참여함
말더듬,말더듬 기타    0.5초 이상 지속되는 음이나 음절의 반복
말을 많이 함,말을 많이 함 기타    말의 양이 많은 상태
망상,망상 기타    교육 정도나 문화적인 환경에 걸맞지 않는 잘못된 믿음 또는 생각
무관심,무관심 기타    관심이나 흥미가 없음
무논리증,무논리증 기타    말이나 사고가 이치에 맞지 않음
무욕증,"무욕증 기타    어떤 일을 하고자 하는 의지, 흥미, 욕구가 없는 상태"
무의지증,무의지증 기타    목적있는 행동이나 사고를 수행할 능력이 상실된 상태
무증상,무증상 기타    특이 증상 없음
반사회적 인격장애,반사회적 인격장애 기타    통용되는 사회 규범이나 질서 또는 이익에 반대되는 행동을 하는 인격장애
범죄,범죄 기타    법률을 어기고 저지른 잘못
병원 쇼핑,병원 쇼핑 기타    여러 병원을 돌아다니며 진료를 받거나 의약품을 처방받는 것
불면증,불면증 기타    적절한 환경과 잠잘 수 있는 조건이 구비되었으나 잠을 이루지 못하는 것
불안,불안 기타    불편한 일이나 위험이 닥칠 것만 같아 마음이 편하지 않고 조마조마한 느낌
비관주의,비관주의 기타    나쁜 결과나 과정만 생각함
